Timestamp,API_Gravity,Inlet_Temperature,Wash_Water_Rate,Inlet_Salt_PTB,Emulsion_Layer_Thickness,Grid_Voltage,Trip_Warning_60m
2026-06-09 04:43:00,30.75,137.53,4.33,28.69,10.34,15.02,0
2026-06-09 04:44:00,30.74,137.56,4.4,28.76,10.26,15.06,0
2026-06-09 04:45:00,30.74,137.33,4.42,28.87,10.22,15.0,0
2026-06-09 04:46:00,30.72,137.65,4.48,28.72,10.27,14.98,0
2026-06-09 04:47:00,30.68,137.7,4.45,28.5,10.18,15.04,0
2026-06-09 04:48:00,30.69,137.95,4.48,28.58,10.14,15.02,0
2026-06-09 04:49:00,30.72,137.89,4.47,28.39,10.26,15.06,0
2026-06-09 04:50:00,30.75,137.72,4.47,28.18,10.14,14.97,0
2026-06-09 04:51:00,30.72,137.63,4.46,27.96,10.18,15.03,0
2026-06-09 04:52:00,30.69,137.61,4.45,28.24,10.23,15.0,0
2026-06-09 04:53:00,30.68,137.58,4.32,28.13,10.2,14.93,0
2026-06-09 04:54:00,30.73,137.85,4.26,28.04,10.12,15.09,0
2026-06-09 04:55:00,30.74,137.71,4.18,28.16,10.24,14.98,0
2026-06-09 04:56:00,30.77,137.6,4.16,28.11,10.19,15.03,0
2026-06-09 04:57:00,30.79,137.7,4.11,27.91,9.99,15.09,0
2026-06-09 04:58:00,30.81,137.44,4.03,28.26,9.92,14.97,0
2026-06-09 04:59:00,30.81,137.43,3.98,28.4,9.94,15.1,0
2026-06-09 05:00:00,30.83,137.43,3.98,28.51,9.94,15.17,0
2026-06-09 05:01:00,30.81,137.49,4.13,28.4,9.88,15.0,0
2026-06-09 05:02:00,30.77,137.53,4.13,28.47,9.73,14.98,0
2026-06-09 05:03:00,30.79,137.81,4.11,28.34,9.75,14.93,0
2026-06-09 05:04:00,30.83,137.67,4.05,28.27,9.73,14.99,0
2026-06-09 05:05:00,30.8,137.56,4.0,28.31,9.8,15.03,0
2026-06-09 05:06:00,30.82,137.64,4.04,28.19,9.6,14.95,0
2026-06-09 05:07:00,30.87,137.66,4.12,28.4,9.69,15.03,0
2026-06-09 05:08:00,30.87,137.7,4.08,28.49,9.6,14.99,0
2026-06-09 05:09:00,30.85,137.47,4.09,28.57,9.52,14.96,0
2026-06-09 05:10:00,30.85,137.79,4.22,28.38,9.53,14.98,0
2026-06-09 05:11:00,30.84,137.84,4.32,28.48,9.37,15.02,0
2026-06-09 05:12:00,30.82,137.59,4.34,28.41,9.2,14.95,0
2026-06-09 05:13:00,30.83,137.67,4.29,28.48,8.97,15.01,0
2026-06-09 05:14:00,30.78,137.49,4.25,28.41,9.02,14.97,0
2026-06-09 05:15:00,30.74,137.61,4.14,28.28,9.17,15.11,0
2026-06-09 05:16:00,30.74,137.4,4.15,28.43,9.04,14.93,0
2026-06-09 05:17:00,30.74,137.54,4.24,28.31,9.15,15.03,0
2026-06-09 05:18:00,30.75,137.35,4.21,28.26,9.05,15.01,0
2026-06-09 05:19:00,30.81,137.19,4.2,27.96,8.87,15.01,0
2026-06-09 05:20:00,30.81,137.2,4.2,28.17,8.85,14.95,0
2026-06-09 05:21:00,30.83,137.1,4.2,28.17,8.83,14.99,0
2026-06-09 05:22:00,30.8,137.0,4.16,28.32,8.9,14.99,0
2026-06-09 05:23:00,30.82,136.76,4.16,28.31,8.93,15.0,0
2026-06-09 05:24:00,30.81,136.71,4.18,28.04,8.85,14.95,0
2026-06-09 05:25:00,30.81,136.83,4.2,28.22,8.8,15.05,0
2026-06-09 05:26:00,30.81,137.1,4.23,28.25,8.8,15.0,0
2026-06-09 05:27:00,30.84,137.22,4.19,28.13,8.75,15.01,0
2026-06-09 05:28:00,30.8,137.31,4.19,28.45,8.68,14.93,0
2026-06-09 05:29:00,30.73,137.04,4.21,28.36,8.68,15.04,0
2026-06-09 05:30:00,30.72,137.03,4.27,28.24,8.66,15.04,0
2026-06-09 05:31:00,30.74,136.92,4.3,27.89,8.69,15.07,0
2026-06-09 05:32:00,30.74,136.68,4.25,27.94,8.7,15.0,0
2026-06-09 05:33:00,30.78,136.48,4.25,27.96,8.65,14.93,0
2026-06-09 05:34:00,30.79,136.58,4.28,27.95,8.72,15.04,0
2026-06-09 05:35:00,30.78,136.49,4.31,28.25,8.63,14.98,0
2026-06-09 05:36:00,30.71,136.26,4.34,28.17,8.74,15.08,0
2026-06-09 05:37:00,30.7,136.16,4.37,28.32,8.66,14.99,0
2026-06-09 05:38:00,30.73,136.19,4.3,28.13,8.6,14.98,0
2026-06-09 05:39:00,30.72,136.09,4.25,28.26,8.44,14.92,0
2026-06-09 05:40:00,30.72,135.9,4.31,28.03,8.56,15.0,0
2026-06-09 05:41:00,30.73,135.76,4.27,28.04,8.62,15.04,0
2026-06-09 05:42:00,30.7,135.89,4.28,28.08,8.56,14.94,0
2026-06-09 05:43:00,30.72,135.57,4.26,27.91,8.64,14.92,0
2026-06-09 05:44:00,30.77,135.53,4.31,27.88,8.6,14.98,0
2026-06-09 05:45:00,30.77,135.51,4.37,27.77,8.6,14.95,0
2026-06-09 05:46:00,30.73,135.39,4.32,27.82,8.56,14.95,0
2026-06-09 05:47:00,30.73,135.24,4.36,27.9,8.56,15.04,0
2026-06-09 05:48:00,30.67,135.39,4.41,27.97,8.41,14.95,0
2026-06-09 05:49:00,30.68,135.54,4.44,27.86,8.42,15.02,0
2026-06-09 05:50:00,30.69,135.55,4.43,27.96,8.29,14.99,0
2026-06-09 05:51:00,30.74,135.46,4.35,27.87,8.14,15.08,0
2026-06-09 05:52:00,30.74,135.48,4.41,27.81,8.15,14.91,0
2026-06-09 05:53:00,30.75,135.54,4.38,28.16,8.33,15.07,0
2026-06-09 05:54:00,30.72,135.52,4.37,28.13,8.27,14.94,0
2026-06-09 05:55:00,30.71,135.58,4.4,27.89,8.35,15.01,0
2026-06-09 05:56:00,30.67,135.52,4.35,28.15,8.42,14.88,0
2026-06-09 05:57:00,30.66,135.05,4.3,28.14,8.32,15.03,0
2026-06-09 05:58:00,30.65,135.02,4.26,27.93,8.53,15.02,0
2026-06-09 05:59:00,30.66,135.12,4.22,27.55,8.8,15.0,0
2026-06-09 06:00:00,30.64,135.13,4.17,27.4,8.91,15.0,0
2026-06-09 06:01:00,30.65,135.18,4.17,27.48,8.99,15.03,0
2026-06-09 06:02:00,30.64,135.14,4.19,27.58,8.96,15.05,0
2026-06-09 06:03:00,30.63,135.11,4.16,27.42,9.01,15.0,0
2026-06-09 06:04:00,30.63,135.13,4.16,27.6,8.98,15.01,0
2026-06-09 06:05:00,30.63,135.42,4.03,27.63,9.1,15.02,0
2026-06-09 06:06:00,30.65,135.55,4.05,27.59,9.09,15.04,0
2026-06-09 06:07:00,30.65,135.65,4.06,27.46,9.21,14.99,0
2026-06-09 06:08:00,30.64,135.68,4.12,27.49,9.3,14.97,0
2026-06-09 06:09:00,30.64,135.47,4.14,27.32,9.26,15.1,0
2026-06-09 06:10:00,30.61,135.66,4.17,27.35,9.19,14.96,0
2026-06-09 06:11:00,30.6,135.79,4.14,27.28,9.34,15.04,0
2026-06-09 06:12:00,30.67,135.84,4.06,27.61,9.2,15.02,0
2026-06-09 06:13:00,30.64,135.83,4.06,27.48,9.2,15.02,0
2026-06-09 06:14:00,30.63,135.91,3.99,27.46,9.22,14.93,0
2026-06-09 06:15:00,30.62,135.87,4.0,27.46,9.17,15.01,0
2026-06-09 06:16:00,30.61,135.97,4.03,27.69,9.21,15.05,0
2026-06-09 06:17:00,30.6,135.84,4.03,27.63,9.27,14.95,0
2026-06-09 06:18:00,30.61,135.55,3.98,27.34,9.3,14.97,0
2026-06-09 06:19:00,30.56,135.37,4.07,27.44,9.16,14.99,0
2026-06-09 06:20:00,30.59,135.39,4.06,27.12,9.05,14.92,0
2026-06-09 06:21:00,30.61,135.34,4.12,27.34,9.03,14.95,0
2026-06-09 06:22:00,30.57,135.32,4.2,27.45,9.18,14.95,0
2026-06-09 06:23:00,30.51,135.12,4.27,27.27,9.25,14.94,0
2026-06-09 06:24:00,30.48,135.17,4.31,27.3,9.19,14.91,0
2026-06-09 06:25:00,30.47,135.01,4.4,27.4,9.03,14.99,0
2026-06-09 06:26:00,30.55,135.08,4.42,27.25,8.82,14.94,0
2026-06-09 06:27:00,30.57,134.87,4.47,27.48,8.64,15.01,0
2026-06-09 06:28:00,30.51,134.75,4.48,27.72,8.54,15.14,0
2026-06-09 06:29:00,30.49,134.6,4.44,27.62,8.64,14.97,0
2026-06-09 06:30:00,30.49,134.69,4.46,27.69,8.72,14.98,0
2026-06-09 06:31:00,30.5,134.62,4.39,27.78,8.78,15.0,0
2026-06-09 06:32:00,30.46,134.69,4.4,27.49,8.66,15.02,0
2026-06-09 06:33:00,30.46,134.86,4.38,27.35,8.79,15.02,0
2026-06-09 06:34:00,30.44,135.13,4.43,27.37,8.94,15.01,0
2026-06-09 06:35:00,30.4,135.16,4.5,27.27,9.0,14.97,0
2026-06-09 06:36:00,30.41,134.99,4.45,27.39,9.0,15.0,0
2026-06-09 06:37:00,30.44,135.18,4.47,27.28,9.27,15.02,0
2026-06-09 06:38:00,30.46,135.41,4.49,27.2,9.13,15.03,0
2026-06-09 06:39:00,30.48,135.4,4.56,27.25,9.05,15.05,0
2026-06-09 06:40:00,30.46,135.59,4.61,27.36,9.12,14.99,0
2026-06-09 06:41:00,30.49,135.64,4.67,27.1,9.07,15.03,0
2026-06-09 06:42:00,30.5,135.39,4.69,27.1,9.26,14.98,0
2026-06-09 06:43:00,30.5,135.29,4.63,27.28,9.17,14.81,0
2026-06-09 06:44:00,30.48,135.21,4.59,27.41,9.34,14.97,0
2026-06-09 06:45:00,30.47,135.16,4.62,27.46,9.22,14.96,0
2026-06-09 06:46:00,30.47,135.02,4.56,27.51,9.34,15.08,0
2026-06-09 06:47:00,30.54,134.87,4.53,27.43,9.31,15.0,0
2026-06-09 06:48:00,30.55,135.08,4.52,27.44,9.19,15.1,0
2026-06-09 06:49:00,30.54,134.81,4.52,27.47,9.44,14.99,0
2026-06-09 06:50:00,30.51,134.71,4.54,27.7,9.4,14.99,0
2026-06-09 06:51:00,30.5,134.8,4.56,27.79,9.43,14.93,0
2026-06-09 06:52:00,30.56,134.72,4.59,27.87,9.58,15.0,0
2026-06-09 06:53:00,30.55,134.78,4.54,27.75,9.57,15.03,0
2026-06-09 06:54:00,30.58,134.72,4.53,27.77,9.59,15.07,0
2026-06-09 06:55:00,30.57,134.79,4.55,27.68,9.75,14.96,0
2026-06-09 06:56:00,30.58,134.63,4.5,27.64,9.78,15.03,0
2026-06-09 06:57:00,30.6,134.36,4.54,27.73,9.75,15.01,0
2026-06-09 06:58:00,30.58,134.3,4.55,27.83,9.52,14.98,0
2026-06-09 06:59:00,30.57,134.04,4.48,27.78,9.51,15.02,0
2026-06-09 07:00:00,30.62,134.03,4.53,27.75,9.5,15.0,0
2026-06-09 07:01:00,30.65,133.86,4.54,27.7,9.51,15.03,0
2026-06-09 07:02:00,30.67,133.7,4.63,27.69,9.49,14.96,0
2026-06-09 07:03:00,30.69,133.93,4.69,27.71,9.57,15.03,0
2026-06-09 07:04:00,30.71,133.97,4.61,27.67,9.74,15.01,0
2026-06-09 07:05:00,30.77,133.75,4.6,27.69,9.6,15.05,0
2026-06-09 07:06:00,30.77,133.75,4.61,27.89,9.57,15.0,0
2026-06-09 07:07:00,30.79,133.73,4.63,27.81,9.6,14.92,0
2026-06-09 07:08:00,30.74,133.43,4.58,27.91,9.65,15.03,0
2026-06-09 07:09:00,30.72,133.49,4.59,28.05,9.65,15.03,0
2026-06-09 07:10:00,30.68,133.64,4.58,28.16,9.64,15.04,0
2026-06-09 07:11:00,30.72,133.58,4.54,28.04,9.7,15.0,0
2026-06-09 07:12:00,30.65,133.55,4.51,28.16,9.7,14.97,0
2026-06-09 07:13:00,30.63,133.47,4.49,28.23,9.64,15.01,0
2026-06-09 07:14:00,30.55,133.54,4.59,28.41,9.77,15.07,0
2026-06-09 07:15:00,30.52,133.51,4.65,28.53,9.74,14.85,0
2026-06-09 07:16:00,30.51,133.48,4.66,28.52,9.79,15.01,0
2026-06-09 07:17:00,30.55,133.37,4.58,28.67,9.7,15.02,0
2026-06-09 07:18:00,30.56,133.68,4.65,28.49,9.79,14.97,0
2026-06-09 07:19:00,30.54,133.65,4.55,28.42,9.77,15.03,0
2026-06-09 07:20:00,30.57,133.76,4.49,28.47,9.77,14.95,0
2026-06-09 07:21:00,30.57,133.81,4.42,28.22,9.62,15.1,0
2026-06-09 07:22:00,30.57,133.43,4.38,28.27,9.57,15.03,0
2026-06-09 07:23:00,30.54,133.38,4.46,28.22,9.59,15.04,0
2026-06-09 07:24:00,30.51,133.22,4.5,28.16,9.78,15.02,0
2026-06-09 07:25:00,30.48,133.37,4.52,28.0,9.93,15.04,0
2026-06-09 07:26:00,30.48,133.19,4.52,28.03,9.9,14.95,0
2026-06-09 07:27:00,30.49,133.27,4.48,28.01,9.88,15.06,0
2026-06-09 07:28:00,30.53,133.43,4.52,27.94,9.73,14.93,0
2026-06-09 07:29:00,30.55,133.48,4.6,28.11,9.87,14.99,0
2026-06-09 07:30:00,30.47,133.49,4.64,28.26,9.85,15.0,0
2026-06-09 07:31:00,30.47,133.44,4.68,28.23,9.87,14.98,0
2026-06-09 07:32:00,30.43,133.43,4.73,28.35,9.83,15.02,0
2026-06-09 07:33:00,30.4,133.23,4.73,28.17,9.87,14.96,0
2026-06-09 07:34:00,30.38,133.27,4.64,28.1,9.82,14.94,0
2026-06-09 07:35:00,30.36,133.44,4.69,27.73,9.84,14.94,0
2026-06-09 07:36:00,30.32,133.31,4.64,27.76,9.79,14.97,0
2026-06-09 07:37:00,30.33,133.32,4.65,27.65,9.82,15.05,0
2026-06-09 07:38:00,30.28,133.32,4.74,27.63,9.57,15.0,0
2026-06-09 07:39:00,30.29,133.37,4.74,27.81,9.32,15.02,0
2026-06-09 07:40:00,30.36,133.3,4.82,27.7,9.44,14.97,0
2026-06-09 07:41:00,30.32,133.08,4.83,27.88,9.39,14.96,0
2026-06-09 07:42:00,30.32,132.92,4.79,27.75,9.25,14.97,0
2026-06-09 07:43:00,30.24,132.59,4.79,27.79,8.99,14.98,0
2026-06-09 07:44:00,30.23,132.72,4.76,27.79,8.88,14.97,0
2026-06-09 07:45:00,30.25,132.79,4.82,27.92,8.99,14.95,0
2026-06-09 07:46:00,30.27,132.8,4.81,27.92,8.98,15.0,0
2026-06-09 07:47:00,30.28,132.7,4.85,27.77,8.93,15.11,0
2026-06-09 07:48:00,30.31,132.69,4.87,28.03,8.81,15.01,0
2026-06-09 07:49:00,30.38,132.7,4.78,28.32,8.84,15.02,0
2026-06-09 07:50:00,30.43,132.63,4.74,28.14,8.89,15.06,0
2026-06-09 07:51:00,30.42,132.57,4.74,28.26,8.8,15.01,0
2026-06-09 07:52:00,30.38,132.78,4.73,28.24,8.97,15.07,0
2026-06-09 07:53:00,30.36,132.6,4.74,28.14,8.88,15.0,0
2026-06-09 07:54:00,30.34,132.76,4.77,27.95,8.82,14.99,0
2026-06-09 07:55:00,30.35,132.53,4.82,28.09,8.99,14.99,0
2026-06-09 07:56:00,30.32,132.78,4.84,28.22,8.98,14.95,0
2026-06-09 07:57:00,30.31,132.44,4.84,28.32,8.95,14.92,0
2026-06-09 07:58:00,30.34,132.52,4.88,28.43,8.98,15.0,0
2026-06-09 07:59:00,30.34,132.43,4.85,28.22,8.99,15.07,0
2026-06-09 08:00:00,30.31,132.42,4.86,28.22,9.06,15.01,0
2026-06-09 08:01:00,30.35,132.41,4.88,28.14,8.97,15.1,0
2026-06-09 08:02:00,30.29,132.52,4.89,28.27,8.95,15.0,0
2026-06-09 08:03:00,30.28,132.24,4.88,28.16,8.81,14.94,0
2026-06-09 08:04:00,30.28,132.24,4.92,28.47,8.84,14.95,0
2026-06-09 08:05:00,30.28,132.29,4.87,28.53,8.83,14.94,0
2026-06-09 08:06:00,30.29,132.2,4.83,28.74,8.83,14.95,0
2026-06-09 08:07:00,30.31,132.2,4.82,28.54,8.84,14.99,0
2026-06-09 08:08:00,30.31,132.11,4.87,28.48,8.87,15.08,0
2026-06-09 08:09:00,30.3,132.21,4.8,28.16,8.95,15.03,0
2026-06-09 08:10:00,30.29,132.28,4.86,28.07,8.91,14.94,0
2026-06-09 08:11:00,30.27,132.32,4.93,28.24,8.89,15.07,0
2026-06-09 08:12:00,30.29,132.44,4.94,28.29,9.02,15.14,0
2026-06-09 08:13:00,30.27,132.64,4.89,28.53,9.13,15.08,0
2026-06-09 08:14:00,30.3,132.5,4.8,28.71,9.01,15.04,0
2026-06-09 08:15:00,30.3,132.85,4.91,28.93,9.13,14.95,0
2026-06-09 08:16:00,30.29,132.92,4.85,28.84,9.18,15.06,0
2026-06-09 08:17:00,30.31,132.85,4.83,28.61,9.37,15.02,0
2026-06-09 08:18:00,30.28,133.21,4.74,28.49,9.25,15.03,0
2026-06-09 08:19:00,30.3,133.15,4.63,28.24,9.29,14.94,0
2026-06-09 08:20:00,30.31,132.98,4.67,28.1,9.33,15.02,0
2026-06-09 08:21:00,30.29,132.91,4.64,27.82,9.53,15.0,0
2026-06-09 08:22:00,30.31,132.84,4.69,27.76,9.56,14.91,0
2026-06-09 08:23:00,30.33,133.02,4.67,27.88,9.6,14.95,0
2026-06-09 08:24:00,30.36,133.01,4.73,28.25,9.73,14.97,0
2026-06-09 08:25:00,30.39,133.03,4.72,28.27,9.9,15.05,0
2026-06-09 08:26:00,30.41,133.05,4.77,28.42,9.83,14.99,0
2026-06-09 08:27:00,30.37,133.24,4.72,28.72,9.77,14.98,0
2026-06-09 08:28:00,30.45,133.2,4.68,28.87,9.8,14.99,0
2026-06-09 08:29:00,30.41,133.18,4.63,28.93,9.92,15.01,0
2026-06-09 08:30:00,30.44,133.08,4.61,28.81,9.77,15.03,0
2026-06-09 08:31:00,30.45,133.03,4.52,28.78,9.72,14.98,0
2026-06-09 08:32:00,30.41,133.12,4.48,28.96,9.94,15.03,0
2026-06-09 08:33:00,30.41,133.24,4.43,29.01,9.82,15.01,0
2026-06-09 08:34:00,30.41,133.5,4.53,28.93,9.73,14.96,0
2026-06-09 08:35:00,30.45,133.49,4.53,28.73,9.75,15.08,0
2026-06-09 08:36:00,30.43,133.46,4.51,28.72,9.7,15.04,0
2026-06-09 08:37:00,30.42,133.53,4.55,28.6,9.8,14.94,0
2026-06-09 08:38:00,30.35,133.46,4.53,28.78,10.04,14.97,0
2026-06-09 08:39:00,30.4,133.37,4.54,28.59,10.06,14.96,0
2026-06-09 08:40:00,30.37,133.43,4.58,28.83,10.23,15.04,0
2026-06-09 08:41:00,30.38,133.38,4.61,28.71,10.11,14.93,0
2026-06-09 08:42:00,30.38,133.35,4.61,28.79,10.18,15.01,0
2026-06-09 08:43:00,30.38,133.44,4.62,28.7,10.04,14.96,0
2026-06-09 08:44:00,30.4,133.5,4.64,28.64,10.0,14.92,0
2026-06-09 08:45:00,30.45,133.81,4.67,28.28,10.09,14.99,0
2026-06-09 08:46:00,30.46,133.95,4.69,28.39,10.01,15.03,0
2026-06-09 08:47:00,30.48,133.84,4.69,28.28,10.16,15.07,0
2026-06-09 08:48:00,30.49,133.79,4.65,28.37,10.22,14.99,0
2026-06-09 08:49:00,30.52,133.59,4.68,28.33,10.08,15.03,0
2026-06-09 08:50:00,30.51,133.45,4.62,28.29,10.24,14.95,0
2026-06-09 08:51:00,30.54,133.64,4.62,27.92,10.19,14.98,0
2026-06-09 08:52:00,30.58,133.61,4.63,28.28,10.16,15.1,0
2026-06-09 08:53:00,30.61,133.41,4.56,28.16,10.15,14.99,0
2026-06-09 08:54:00,30.59,133.12,4.53,28.38,9.94,15.04,0
2026-06-09 08:55:00,30.59,132.91,4.59,28.67,9.94,15.02,0
2026-06-09 08:56:00,30.59,132.8,4.55,28.59,9.97,14.95,0
2026-06-09 08:57:00,30.55,132.82,4.59,28.48,9.81,15.05,0
2026-06-09 08:58:00,30.6,132.77,4.53,28.49,9.8,14.96,0
2026-06-09 08:59:00,30.6,132.88,4.46,28.5,9.88,15.07,0
2026-06-09 09:00:00,30.61,132.75,4.5,28.27,9.91,15.01,0
2026-06-09 09:01:00,30.59,132.95,4.56,28.1,9.85,15.0,0
2026-06-09 09:02:00,30.55,132.94,4.56,28.27,10.03,15.01,0
2026-06-09 09:03:00,30.54,133.02,4.58,28.22,10.26,15.0,0
2026-06-09 09:04:00,30.54,132.95,4.65,28.33,10.3,14.98,0
2026-06-09 09:05:00,30.56,133.11,4.64,28.37,10.35,15.01,0
2026-06-09 09:06:00,30.57,132.92,4.65,28.42,10.34,15.05,0
2026-06-09 09:07:00,30.58,132.75,4.64,28.35,10.35,15.02,0
2026-06-09 09:08:00,30.57,132.61,4.6,28.54,10.36,14.94,0
2026-06-09 09:09:00,30.59,132.8,4.53,28.5,10.33,14.99,0
2026-06-09 09:10:00,30.63,132.78,4.49,28.43,10.26,14.93,0
2026-06-09 09:11:00,30.65,132.65,4.55,28.38,10.27,15.03,0
2026-06-09 09:12:00,30.68,132.63,4.63,28.25,10.19,14.97,0
2026-06-09 09:13:00,30.69,132.67,4.58,28.39,10.13,14.98,0
2026-06-09 09:14:00,30.64,132.52,4.62,28.16,10.04,14.98,0
2026-06-09 09:15:00,30.61,132.55,4.61,28.15,10.1,14.93,0
2026-06-09 09:16:00,30.62,132.54,4.69,28.23,10.23,14.96,0
2026-06-09 09:17:00,30.62,132.48,4.69,28.55,10.31,14.98,0
2026-06-09 09:18:00,30.64,132.3,4.66,28.83,10.24,14.91,0
2026-06-09 09:19:00,30.69,132.45,4.67,28.89,10.18,14.95,0
2026-06-09 09:20:00,30.71,132.39,4.6,28.87,10.09,14.98,0
2026-06-09 09:21:00,30.75,131.97,4.61,28.74,10.04,14.98,0
2026-06-09 09:22:00,30.75,132.03,4.59,28.55,10.02,15.02,0
2026-06-09 09:23:00,30.73,132.11,4.58,28.43,10.2,14.99,0
2026-06-09 09:24:00,30.73,132.26,4.55,28.53,10.18,15.01,0
2026-06-09 09:25:00,30.7,132.34,4.51,28.45,10.17,14.89,0
2026-06-09 09:26:00,30.75,132.37,4.53,28.65,10.07,15.07,0
2026-06-09 09:27:00,30.77,132.31,4.54,28.66,10.22,15.08,0
2026-06-09 09:28:00,30.79,132.25,4.53,28.58,10.22,15.04,0
2026-06-09 09:29:00,30.83,132.37,4.55,28.31,10.13,15.02,0
2026-06-09 09:30:00,30.77,132.36,4.55,28.15,10.19,14.99,0
2026-06-09 09:31:00,30.78,132.15,4.54,27.92,10.21,14.98,0
2026-06-09 09:32:00,30.74,132.12,4.5,27.78,10.39,15.02,0
2026-06-09 09:33:00,30.74,132.12,4.56,27.85,10.37,14.98,0
2026-06-09 09:34:00,30.74,131.84,4.68,27.85,10.49,14.98,0
2026-06-09 09:35:00,30.76,131.97,4.56,27.77,10.54,14.88,0
2026-06-09 09:36:00,30.76,131.98,4.55,27.96,10.46,15.02,0
2026-06-09 09:37:00,30.8,131.79,4.54,27.91,10.32,14.97,0
2026-06-09 09:38:00,30.79,131.76,4.55,28.06,10.25,15.0,0
2026-06-09 09:39:00,30.81,131.76,4.69,28.25,10.36,15.04,0
2026-06-09 09:40:00,30.81,131.92,4.7,28.12,10.45,15.02,0
2026-06-09 09:41:00,30.76,132.07,4.68,28.01,10.37,15.02,0
2026-06-09 09:42:00,30.74,132.25,4.71,28.32,10.25,14.99,0
2026-06-09 09:43:00,30.73,132.32,4.76,28.48,10.28,15.0,0
2026-06-09 09:44:00,30.77,132.24,4.73,28.43,10.36,14.97,0
2026-06-09 09:45:00,30.78,132.11,4.72,28.58,10.38,14.96,0
2026-06-09 09:46:00,30.74,132.02,4.72,28.4,10.36,14.94,0
2026-06-09 09:47:00,30.74,132.03,4.8,28.22,10.3,14.98,0
2026-06-09 09:48:00,30.8,132.04,4.81,28.06,10.17,14.93,0
2026-06-09 09:49:00,30.81,132.21,4.84,28.13,10.18,15.03,0
2026-06-09 09:50:00,30.8,132.18,4.81,28.32,10.04,15.03,0
2026-06-09 09:51:00,30.81,131.9,4.83,28.28,9.93,14.99,0
2026-06-09 09:52:00,30.83,131.73,4.82,28.5,9.94,15.01,0
2026-06-09 09:53:00,30.82,131.6,4.81,28.47,10.05,14.92,0
2026-06-09 09:54:00,30.84,131.47,4.78,28.33,10.08,14.91,0
2026-06-09 09:55:00,30.83,131.07,4.8,28.43,10.02,14.98,0
2026-06-09 09:56:00,30.85,131.32,4.79,28.09,10.01,14.87,0
2026-06-09 09:57:00,30.85,131.02,4.74,28.31,10.07,15.03,0
2026-06-09 09:58:00,30.87,130.95,4.7,28.25,10.17,15.0,0
2026-06-09 09:59:00,30.84,131.07,4.71,28.34,10.12,14.99,0
2026-06-09 10:00:00,30.82,131.18,4.72,28.48,10.07,15.04,0
2026-06-09 10:01:00,30.85,130.97,4.75,28.23,10.1,15.03,0
2026-06-09 10:02:00,30.85,131.18,4.76,28.43,10.09,15.04,0
2026-06-09 10:03:00,30.86,131.35,4.7,28.41,10.28,14.96,0
2026-06-09 10:04:00,30.85,131.35,4.73,28.55,10.19,14.96,0
2026-06-09 10:05:00,30.87,131.37,4.69,28.74,10.16,14.97,0
2026-06-09 10:06:00,30.86,131.25,4.74,28.67,10.24,15.06,0
2026-06-09 10:07:00,30.85,131.31,4.79,28.79,10.11,15.03,0
2026-06-09 10:08:00,30.87,131.36,4.77,29.07,10.23,14.96,0
2026-06-09 10:09:00,30.91,131.3,4.73,28.94,10.07,14.91,0
2026-06-09 10:10:00,30.89,131.42,4.67,29.12,9.81,14.97,0
2026-06-09 10:11:00,30.95,131.49,4.6,29.28,9.91,14.98,0
2026-06-09 10:12:00,30.96,131.99,4.69,29.44,9.88,14.95,0
2026-06-09 10:13:00,30.93,131.87,4.65,29.31,9.84,14.93,0
2026-06-09 10:14:00,30.94,132.08,4.63,29.36,9.84,14.91,0
2026-06-09 10:15:00,30.93,131.97,4.76,30.05,9.84,14.98,0
2026-06-09 10:16:00,30.94,132.06,4.81,30.2,9.65,14.97,0
2026-06-09 10:17:00,30.94,131.69,4.87,30.05,9.66,14.92,0
2026-06-09 10:18:00,30.95,131.63,4.9,30.12,9.72,14.94,0
2026-06-09 10:19:00,30.92,131.71,4.95,29.82,9.81,14.98,0
2026-06-09 10:20:00,30.95,131.77,4.84,29.94,9.8,14.99,0
2026-06-09 10:21:00,30.91,131.48,4.83,30.17,9.78,15.01,0
2026-06-09 10:22:00,30.88,131.44,4.8,30.23,9.76,14.98,0
2026-06-09 10:23:00,30.89,131.68,4.72,29.98,9.7,15.01,0
2026-06-09 10:24:00,30.94,131.85,4.65,29.92,9.66,15.14,0
2026-06-09 10:25:00,30.93,132.01,4.64,29.9,9.59,14.97,0
2026-06-09 10:26:00,30.95,132.38,4.57,29.99,9.75,15.02,0
2026-06-09 10:27:00,30.98,132.13,4.56,29.86,9.47,15.03,0
2026-06-09 10:28:00,31.01,132.08,4.54,29.62,9.48,15.06,0
2026-06-09 10:29:00,31.0,132.1,4.63,29.61,9.44,14.94,0
2026-06-09 10:30:00,30.96,132.01,4.66,29.6,9.49,14.93,0
2026-06-09 10:31:00,30.9,132.04,4.71,29.51,9.54,15.02,0
2026-06-09 10:32:00,30.89,132.25,4.65,29.35,9.52,15.02,0
2026-06-09 10:33:00,30.93,132.28,4.72,29.13,9.48,15.03,0
2026-06-09 10:34:00,30.89,131.96,4.75,29.05,9.68,15.0,0
2026-06-09 10:35:00,30.91,132.08,4.75,29.2,9.68,15.1,0
2026-06-09 10:36:00,30.89,132.09,4.68,29.56,9.66,14.98,0
2026-06-09 10:37:00,30.89,131.78,4.7,29.76,9.57,14.98,0
2026-06-09 10:38:00,30.91,131.7,4.68,29.86,9.58,14.98,0
